"registro_id","url","title","word_count"
"598","https://www.boatos.org/entretenimento/vazou-conversa-medicos-prova-faustao-furou-fila-transplante-coracao.html","Suposta conversa no WhatsApp entre médicos que fizeram o transplante em Faustão é falsa","855"
"599","https://www.boatos.org/entretenimento/velorio-paulo-gustavo-theatro-municipal-prova-pandemia-uma-farsa.html","Velório de Paulo Gustavo no Theatro Municipal prova que pandemia é uma farsa #boato","770"
"600","https://www.boatos.org/entretenimento/vidente-espanhola-nube-maria-previu-quarentena-programa-24-12-2019.html","Vidente espanhola Nube de María previu quarentena em programa de 24/12/2019 #boato","805"
"601","https://www.boatos.org/entretenimento/video-filha-julia-roberts-hazel-cantando.html","Vídeo mostra filha de Julia Roberts, Hazel, cantando com voz incrível #boato","470"
"602","https://www.boatos.org/entretenimento/video-gracyanne-barbosa-vaza-internet-celular-hackeado-belo-flagrado-chorando.html","Vídeo de Gracyanne Barbosa vaza na internet após celular ser hackeado e Belo é flagrado chorando #boato","458"
"603","https://www.boatos.org/entretenimento/walter-moinho-pintura-a-vida-em-2022-previa-pessoas-isoladas.html","Walter Moinho fez pintura “A vida em 2022” que previa pessoas isoladas #boato","623"
"604","https://www.boatos.org/entretenimento/will-smith-fez-alerta-sobre-arroz-da-china-com-lombriga-que-esta-lula-esta-importando-para-o-brasil.html","É falso que Will Smith tenha feito um alerta sobre arroz da China que está sendo importado para o Brasil","826"
"605","https://www.boatos.org/entretenimento/william-bonner-homem-morreu-teve-alta.html","William Bonner fala que homem morreu e já teve alta durante Jornal Nacional #boato","552"
"606","https://www.boatos.org/entretenimento/william-bonner-internado-covid-19.html","William Bonner é internado em estado grave com suspeita de Covid-19 #boato","398"
"607","https://www.boatos.org/entretenimento/william-bonner-pede-demissao-globo-apos-derrota-futebol-sbt.html","William Bonner pede demissão da Globo após derrota histórica para futebol do SBT #boato","856"
"608","https://www.boatos.org/entretenimento/xororo-dupla-chitaozinho-morreu.html","É falso que cantor Xororó, que faz dupla com Chitãozinho, tenha morrido","447"
"609","https://www.boatos.org/entretenimento/xuxa-comemora-piora-no-quadro-de-saude-de-bolsonaro-falando-ta-na-hora-de-ir-embora.html","É falso que Xuxa tenha comemorado piora na saúde de Bolsonaro com frase polêmica","618"
"610","https://www.boatos.org/entretenimento/xuxa-fez-post-falando-que-policial-federal-atingida-por-roberto-jefferson-estava-gravida-perdeu-o-bebe.html","Xuxa fez post falando que policial federal atingida por Roberto Jefferson estava grávida e perdeu o bebê #boato","453"
"611","https://www.boatos.org/entretenimento/xuxa-meneghel-esta-com-mal-de-parkinson.html","É falso que Xuxa Meneghel esteja com o mal de Parkinson","553"
"612","https://www.boatos.org/entretenimento/zeze-di-camargo-foi-internado-as-pressas-apos-sentir-dores-no-peito-em-2025.html","Notícia de internação de Zezé di Camargo com dores no peito não é de 2025","388"
"613","https://www.boatos.org/esporte/abel-ferreira-pagou-remedio-de-crianca-com-asma-em-farmacia.html","História sobre Abel Ferreira pagando remédio de criança é mais um fake criado por IA","756"
"614","https://www.boatos.org/esporte/alberto-valentim-demitido-cuiaba-porque-saiu-com-mulher-presidente-time.html","Alberto Valentim foi demitido do Cuiabá porque saiu com mulher do presidente do time #boato","1161"
"615","https://www.boatos.org/esporte/anderson-silva-chama-felipe-neto-de-verme.html","Anderson Silva chama Felipe Neto de verme e pede para ele deixar o país #boato","1188"
"616","https://www.boatos.org/esporte/argentinos-sem-mascara-aglomeracao-velorio-maradona.html","Vídeo mostra argentinos sem máscara e em aglomeração no velório de Maradona #boato","596"
"617","https://www.boatos.org/esporte/atentado-belo-horizonte-olimpiadas.html","Atentado terrorista vai acontecer em Belo Horizonte nas Olimpíadas #boato","1166"
"618","https://www.boatos.org/esporte/atleta-norte-coreana-desabafa-olimpiadas-pede-socorro-para-seu-pais.html","Atleta norte-coreana desabafa nas Olimpíadas e pede socorro para seu país, mostra vídeo #boato","936"
"619","https://www.boatos.org/esporte/balela-japao-estaria-na-copa-se-nao-pensasse-em-saude-e-educacao-diz-lula.html","Balela: Japão estaria na Copa se não pensasse só em saúde e educação, diz Lula","634"
"620","https://www.boatos.org/esporte/bayern-desiste-de-participar-mundial-de-clubes-covid-19.html","Bayern desiste de participar do Mundial de Clubes por causa da Covid-19 #boato","429"
"621","https://www.boatos.org/esporte/brasil-entregou-copa-mundo-para-alemanha-dizem-boatos.html","Brasil entregou Copa do Mundo para a Alemanha #boato","1082"
"622","https://www.boatos.org/esporte/brasileiro-apanha-zombando-russia.html","Brasileiro apanha ao tentar gravar vídeo zombando de mulher na Rússia #boato","715"
